Part ID,Part Name,Specification,Manufacturer,O_Bar_Code,Licence_Number,Price,Quantity,Category,F_Bar_Code
P1268,Tire,Spec 268,Manufacturer C,2679535746,LIC8363,390.09,4,Engine,
P1269,Engine,Spec 269,Manufacturer C,2144918918,LIC5455,50.33,52,Spark Plug,
P1270,Spark Plug,Spec 270,Manufacturer A,1035315102,LIC8245,107.28,39,Brake Pad,
P1271,Tire,Spec 271,Manufacturer B,6007623248,LIC3521,343.06,48,Brake Pad,
P1272,Alternator,Spec 272,Manufacturer B,7470470706,LIC1517,272.24,48,Battery,
P1273,Battery,Spec 273,Manufacturer C,8920547054,LIC4344,441.99,94,Spark Plug,
P1274,Alternator,Spec 274,Manufacturer C,1639435100,LIC8130,465.01,88,Battery,
P1275,Battery,Spec 275,Manufacturer C,6689425641,LIC8803,308.08,92,Alternator,
P1276,Spark Plug,Spec 276,Manufacturer A,6463348119,LIC2797,234.03,40,Battery,
P1277,Tire,Spec 277,Manufacturer A,1814830428,LIC6243,341.65,40,Tire,
P1278,Spark Plug,Spec 278,Manufacturer A,7586879301,LIC8908,354.21,77,Spark Plug,
P1279,Battery,Spec 279,Manufacturer A,4932920362,LIC5237,387.58,15,Spark Plug,
P1280,Tire,Spec 280,Manufacturer B,8123353621,LIC9516,307.8,35,Engine,
P1281,Battery,Spec 281,Manufacturer C,5226859533,LIC7437,431.72,96,Battery,
P1282,Brake Pad,Spec 282,Manufacturer C,6470501481,LIC8236,285.79,90,Spark Plug,5.1045E+13
P1283,Spark Plug,Spec 283,Manufacturer B,5728947836,LIC3920,352.04,95,Engine,3.788E+13
P1284,Alternator,Spec 284,Manufacturer C,5992545001,LIC6486,98.66,3,Engine,3.26987E+13
P1285,Spark Plug,Spec 285,Manufacturer A,7391342734,LIC4464,236.78,58,Alternator,1.67344E+13
P1286,Engine,Spec 286,Manufacturer C,6894811387,LIC1540,115.89,5,Battery,2.29587E+13
P1287,Spark Plug,Spec 287,Manufacturer B,4919562690,LIC3755,73.02,70,Battery,3.76192E+13
P1288,Spark Plug,Spec 288,Manufacturer B,8906183096,LIC8500,160.34,92,Engine,9.28166E+13
P1289,Engine,Spec 289,Manufacturer A,1004025794,LIC9374,362.73,79,Engine,5.17679E+13
P1290,Brake Pad,Spec 290,Manufacturer C,3871969417,LIC2368,386.7,84,Brake Pad,2.92206E+13
P1291,Alternator,Spec 291,Manufacturer C,5573134219,LIC7189,139.18,78,Engine,5.63125E+13
P1292,Tire,Spec 292,Manufacturer C,9733620123,LIC9627,305.88,19,Battery,9.5208E+13
P1293,Spark Plug,Spec 293,Manufacturer C,1512251723,LIC1969,451.37,96,Battery,
P1294,Battery,Spec 294,Manufacturer C,2100833187,LIC3860,201.56,9,Alternator,
P1295,Battery,Spec 295,Manufacturer C,8625760946,LIC9107,115.99,59,Spark Plug,
P1296,Spark Plug,Spec 296,Manufacturer A,2700015687,LIC1388,302.4,56,Alternator,
P1297,Spark Plug,Spec 297,Manufacturer B,8817324706,LIC3790,228.83,92,Alternator,7.2016E+13
P1298,Battery,Spec 298,Manufacturer A,2723903257,LIC1248,420.15,39,Spark Plug,5.33081E+13
P1299,Spark Plug,Spec 299,Manufacturer A,4805814550,LIC3344,349.57,54,Brake Pad,8.90974E+13
P1300,Battery,Spec 300,Manufacturer C,8555590698,LIC8601,155.66,88,Brake Pad,5.94424E+13
P1301,Spark Plug,Spec 301,Manufacturer C,7898205434,LIC3570,79.5,71,Battery,1.55421E+13
P1302,Brake Pad,Spec 302,Manufacturer C,6250149113,LIC2382,382.36,47,Alternator,9.98776E+13
P1303,Spark Plug,Spec 303,Manufacturer A,5182660945,LIC1208,337.07,49,Alternator,7.78763E+13
P1304,Battery,Spec 304,Manufacturer C,4708068934,LIC2205,172.8,27,Brake Pad,8.79875E+12
P1305,Spark Plug,Spec 305,Manufacturer C,7358380766,LIC4102,368.43,64,Battery,8.75739E+13
P1306,Brake Pad,Spec 306,Manufacturer B,6382410977,LIC6486,291.23,98,Spark Plug,8.86966E+13
P1307,Battery,Spec 307,Manufacturer C,5181114802,LIC2929,419.82,67,Alternator,8.43049E+13
P1308,Engine,Spec 308,Manufacturer B,9508843329,LIC2019,164.89,18,Spark Plug,2.08434E+13
P1309,Tire,Spec 309,Manufacturer A,9327963949,LIC9947,62.6,88,Tire,4.87217E+13
P1310,Alternator,Spec 310,Manufacturer A,9703074199,LIC9965,307.84,91,Spark Plug,3.55339E+13
P1311,Battery,Spec 311,Manufacturer B,8557829834,LIC6165,337.87,46,Alternator,7.36187E+13
P1312,Spark Plug,Spec 312,Manufacturer B,6714283776,LIC3013,190.44,98,Alternator,7.38127E+13
P1313,Battery,Spec 313,Manufacturer A,2416960196,LIC6035,252.64,3,Alternator,3.7978E+13
P1314,Alternator,Spec 314,Manufacturer A,6863373660,LIC1365,412.96,1,Spark Plug,7.76306E+13
P1315,Tire,Spec 315,Manufacturer A,4434302464,LIC8957,54.88,30,Battery,7.31931E+13
P1316,Tire,Spec 316,Manufacturer C,1645822681,LIC7210,304.47,100,Battery,7.15882E+13
P1317,Brake Pad,Spec 317,Manufacturer A,8530239329,LIC7043,383.62,90,Tire,
P1318,Brake Pad,Spec 318,Manufacturer C,9535617831,LIC2022,218.74,32,Alternator,
P1319,Spark Plug,Spec 319,Manufacturer C,1954529445,LIC5871,267.88,41,Battery,
P1320,Battery,Spec 320,Manufacturer A,8499887483,LIC3084,431.02,50,Engine,
P1321,Alternator,Spec 321,Manufacturer A,7225705077,LIC6071,52.34,94,Tire,
P1322,Alternator,Spec 322,Manufacturer B,2914481203,LIC9188,137.13,88,Spark Plug,
P1323,Battery,Spec 323,Manufacturer C,1578616857,LIC6837,117,47,Tire,8.70583E+13
P1324,Spark Plug,Spec 324,Manufacturer A,8755859336,LIC6288,356.97,69,Engine,4.89137E+13
P1325,Tire,Spec 325,Manufacturer A,1566074920,LIC3477,56.83,89,Brake Pad,6.8914E+13
P1326,Tire,Spec 326,Manufacturer A,3057617868,LIC9375,59.74,15,Tire,3.27132E+13
P1327,Spark Plug,Spec 327,Manufacturer C,8107662831,LIC6966,427.68,20,Battery,5.55928E+13
P1328,Alternator,Spec 328,Manufacturer A,5473367342,LIC4083,362.51,20,Engine,1.43736E+13
P1329,Battery,Spec 329,Manufacturer C,5257112599,LIC3107,291.75,37,Brake Pad,3.75849E+13
P1330,Battery,Spec 330,Manufacturer A,1437742859,LIC3262,470.2,76,Spark Plug,6.30366E+12
P1331,Battery,Spec 331,Manufacturer A,3155229662,LIC3293,106.07,19,Alternator,5.82592E+13
P1332,Engine,Spec 332,Manufacturer C,4313802865,LIC8500,278.02,1,Tire,7.2317E+13
P1333,Brake Pad,Spec 333,Manufacturer B,7518091060,LIC9536,255.02,59,Alternator,7.30861E+13
P1334,Tire,Spec 334,Manufacturer A,9641957964,LIC2657,429.58,17,Spark Plug,4.15557E+13
P1335,Engine,Spec 335,Manufacturer A,7331900306,LIC4027,470.32,89,Engine,1.86875E+13
P1336,Alternator,Spec 336,Manufacturer C,5893404873,LIC7077,294.6,33,Alternator,2.5454E+13
P1337,Spark Plug,Spec 337,Manufacturer A,4279098528,LIC4454,208.06,36,Brake Pad,7.44558E+13
P1338,Battery,Spec 338,Manufacturer C,9255869070,LIC6634,235.69,80,Battery,3.48497E+13
P1339,Engine,Spec 339,Manufacturer B,4431407892,LIC4794,112.58,94,Engine,3.21493E+13
P1340,Alternator,Spec 340,Manufacturer B,7126906602,LIC4891,311.04,27,Battery,4.23931E+13
P1341,Alternator,Spec 341,Manufacturer B,4141196436,LIC1753,182.72,26,Tire,5.74541E+11
P1342,Spark Plug,Spec 342,Manufacturer B,5984980468,LIC7214,133.33,39,Engine,1.92001E+13
P1343,Alternator,Spec 343,Manufacturer A,5452253965,LIC9693,381.02,73,Battery,7.22197E+13
P1344,Engine,Spec 344,Manufacturer C,6230011561,LIC3862,293.88,9,Battery,7.0783E+13
P1345,Spark Plug,Spec 345,Manufacturer A,6535439570,LIC8646,107.74,39,Tire,9.11116E+13
P1346,Spark Plug,Spec 346,Manufacturer B,8331696425,LIC9945,477.85,96,Engine,6.72837E+13
P1347,Battery,Spec 347,Manufacturer C,5926822013,LIC7692,318.26,48,Tire,2.77428E+13
P1348,Alternator,Spec 348,Manufacturer C,9173719356,LIC6331,458.67,19,Engine,5.69928E+13
P1349,Brake Pad,Spec 349,Manufacturer C,9319519489,LIC9571,186.34,52,Battery,5.20139E+13
P1350,Battery,Spec 350,Manufacturer B,1994465135,LIC9561,489.26,96,Spark Plug,2.59522E+13
P1351,Tire,Spec 351,Manufacturer C,6998577269,LIC3728,350.33,15,Tire,
P1352,Spark Plug,Spec 352,Manufacturer C,7487051207,LIC4539,427.66,6,Engine,
P1353,Brake Pad,Spec 353,Manufacturer C,1756132390,LIC2336,469.89,76,Brake Pad,
P1354,Brake Pad,Spec 354,Manufacturer B,9713326585,LIC1689,182.88,99,Tire,
P1355,Engine,Spec 355,Manufacturer B,3910418272,LIC3859,100.65,22,Brake Pad,
P1356,Brake Pad,Spec 356,Manufacturer C,3103224223,LIC7303,263.7,78,Engine,
P1357,Battery,Spec 357,Manufacturer B,2696152067,LIC7361,478.79,86,Brake Pad,3.29499E+13
P1358,Tire,Spec 358,Manufacturer B,5878280321,LIC4893,402.82,18,Battery,5.99971E+11
P1359,Tire,Spec 359,Manufacturer A,3740837348,LIC1493,340.89,15,Tire,1.57487E+13
P1360,Engine,Spec 360,Manufacturer A,4319943776,LIC6587,113.41,9,Tire,2.41031E+13
P1361,Spark Plug,Spec 361,Manufacturer C,2340851647,LIC6216,285.54,1,Tire,3.72395E+13
P1362,Alternator,Spec 362,Manufacturer C,8243430138,LIC9805,388.82,22,Spark Plug,4.45574E+13
P1363,Battery,Spec 363,Manufacturer A,7186462311,LIC9690,369.49,80,Engine,8.19475E+13
P1364,Battery,Spec 364,Manufacturer C,3666507913,LIC5979,326.35,36,Alternator,3.64851E+13
P1365,Brake Pad,Spec 365,Manufacturer C,4606692735,LIC7846,413.47,29,Tire,9.95027E+13
P1366,Tire,Spec 366,Manufacturer A,3371798591,LIC2370,130.54,14,Alternator,2.01401E+13
P1367,Spark Plug,Spec 367,Manufacturer B,5141558869,LIC6381,267.07,42,Engine,1.3046E+13
P1368,Alternator,Spec 368,Manufacturer A,3833351115,LIC9190,441.88,61,Engine,4.35482E+13
P1369,Alternator,Spec 369,Manufacturer A,8550282105,LIC9240,186.08,28,Alternator,8.21297E+13
P1370,Tire,Spec 370,Manufacturer C,9923362715,LIC1356,189.04,22,Battery,2.3941E+13
P1371,Alternator,Spec 371,Manufacturer B,9844064401,LIC1075,72.21,87,Tire,7.09744E+13
P1372,Brake Pad,Spec 372,Manufacturer A,4529820660,LIC7080,293.22,48,Tire,9.55708E+13
P1373,Alternator,Spec 373,Manufacturer B,4821299024,LIC9971,244.42,53,Brake Pad,7.50658E+13
P1374,Battery,Spec 374,Manufacturer C,4136395802,LIC4733,351.67,72,Spark Plug,7.98324E+13
P1375,Engine,Spec 375,Manufacturer C,9287985148,LIC5735,191.31,80,Spark Plug,9.86585E+13
P1376,Battery,Spec 376,Manufacturer B,6712927817,LIC9853,391.26,79,Spark Plug,6.5732E+13
P1377,Tire,Spec 377,Manufacturer A,2378077978,LIC2023,70.44,10,Engine,1.78949E+13
P1378,Tire,Spec 378,Manufacturer B,7263569526,LIC1859,438.76,54,Battery,5.70284E+13
P1379,Alternator,Spec 379,Manufacturer B,6994940458,LIC4744,242.44,23,Battery,9.18405E+13
P1380,Battery,Spec 380,Manufacturer C,5990275465,LIC4196,409.06,37,Brake Pad,4.17844E+11
P1381,Alternator,Spec 381,Manufacturer A,6210050256,LIC4243,493.2,53,Battery,2.12001E+13
P1382,Spark Plug,Spec 382,Manufacturer B,4915072874,LIC3925,132.11,61,Alternator,4.02482E+13
P1383,Alternator,Spec 383,Manufacturer B,5487728733,LIC3895,281.73,93,Tire,8.42015E+13
P1384,Spark Plug,Spec 384,Manufacturer A,2794151374,LIC2750,71.16,17,Engine,7.70238E+13
P1385,Brake Pad,Spec 385,Manufacturer C,6648111237,LIC6849,105.13,94,Engine,1.98613E+13
P1386,Engine,Spec 386,Manufacturer C,4560864928,LIC5245,155.16,14,Spark Plug,2.0838E+13
P1387,Battery,Spec 387,Manufacturer B,7331783181,LIC6033,341.4,68,Engine,2.15353E+13
P1388,Engine,Spec 388,Manufacturer C,1818085180,LIC7419,119.85,94,Engine,7.97217E+13
P1389,Spark Plug,Spec 389,Manufacturer B,8657610394,LIC9627,387.16,71,Battery,3.91767E+13
P1390,Battery,Spec 390,Manufacturer A,4989882543,LIC9705,185.93,5,Tire,3.00776E+13
P1391,Tire,Spec 391,Manufacturer C,8601820922,LIC4163,388.71,69,Tire,9.13503E+12
P1392,Tire,Spec 392,Manufacturer A,5345418745,LIC9713,344.72,31,Tire,
P1393,Spark Plug,Spec 393,Manufacturer B,5643286052,LIC6764,379.37,58,Battery,
P1394,Tire,Spec 394,Manufacturer B,8201840557,LIC2509,474.31,86,Battery,
P1395,Brake Pad,Spec 395,Manufacturer B,3230902975,LIC8342,371.42,12,Battery,
P1396,Spark Plug,Spec 396,Manufacturer B,5864189994,LIC3587,465.51,2,Engine,
P1397,Engine,Spec 397,Manufacturer A,5928395633,LIC6428,331.7,76,Alternator,
P1398,Brake Pad,Spec 398,Manufacturer B,4242871969,LIC5108,173.51,91,Spark Plug,
P1399,Tire,Spec 399,Manufacturer A,9292548940,LIC7873,301.54,84,Spark Plug,
P1400,Engine,Spec 400,Manufacturer C,8778190417,LIC3006,199.2,78,Tire,
P1401,Alternator,Spec 401,Manufacturer A,2132047501,LIC4325,375.21,16,Battery,
P1402,Engine,Spec 402,Manufacturer C,7856115152,LIC9460,341.11,94,Tire,3.63812E+13
P1403,Battery,Spec 403,Manufacturer A,8478965412,LIC7030,375.13,48,Brake Pad,9.31678E+13
P1404,Alternator,Spec 404,Manufacturer C,5730269016,LIC4675,491.87,23,Brake Pad,
P1405,Brake Pad,Spec 405,Manufacturer B,2375001107,LIC3212,356.58,78,Alternator,4.59051E+13
P1406,Alternator,Spec 406,Manufacturer B,2989140044,LIC5548,477.07,2,Engine,4.37317E+13
P1407,Battery,Spec 407,Manufacturer B,3310198691,LIC7654,101.16,40,Battery,2.30438E+13
P1408,Engine,Spec 408,Manufacturer B,6006220131,LIC1133,132.66,34,Spark Plug,6.66732E+13
P1409,Spark Plug,Spec 409,Manufacturer C,4153241259,LIC3595,198.61,54,Brake Pad,9.29505E+12
P1410,Alternator,Spec 410,Manufacturer B,6398088100,LIC2826,410.81,68,Alternator,7.60105E+12
P1411,Brake Pad,Spec 411,Manufacturer B,6255820449,LIC5014,100.2,89,Alternator,4.17308E+13
P1412,Alternator,Spec 412,Manufacturer C,5243865448,LIC7125,445.04,47,Brake Pad,2.58864E+13
P1413,Tire,Spec 413,Manufacturer C,8397596518,LIC4787,447.11,93,Brake Pad,7.13899E+13
P1414,Engine,Spec 414,Manufacturer B,1376423658,LIC3463,294.51,65,Brake Pad,7.96425E+13
P1415,Battery,Spec 415,Manufacturer C,6263962227,LIC8443,301.57,66,Battery,2.52239E+13
P1416,Alternator,Spec 416,Manufacturer C,2342794166,LIC1621,188.99,70,Battery,7.06117E+12
P1417,Engine,Spec 417,Manufacturer C,7684956167,LIC7972,157.13,83,Spark Plug,
P1418,Tire,Spec 418,Manufacturer A,6017306917,LIC4325,90.14,3,Spark Plug,3.10417E+13
P1419,Engine,Spec 419,Manufacturer B,1837335301,LIC8582,359.48,41,Tire,6.00265E+13
P1420,Brake Pad,Spec 420,Manufacturer B,7799360811,LIC9367,413.1,22,Tire,2.71107E+13
P1421,Tire,Spec 421,Manufacturer C,1327976080,LIC2251,235.81,54,Engine,4.98883E+13
P1422,Battery,Spec 422,Manufacturer C,1700802624,LIC1489,55.65,45,Alternator,1.05133E+13
P1423,Alternator,Spec 423,Manufacturer B,5077554468,LIC3656,320.67,66,Tire,6.7472E+13
P1424,Battery,Spec 424,Manufacturer C,6048717576,LIC8437,149.94,86,Brake Pad,8.29734E+13
P1425,Brake Pad,Spec 425,Manufacturer B,4164957350,LIC1196,433.32,82,Battery,
P1426,Battery,Spec 426,Manufacturer A,5897164885,LIC7151,78.89,58,Engine,
P1427,Tire,Spec 427,Manufacturer C,3379859886,LIC2006,72.62,50,Spark Plug,
P1428,Spark Plug,Spec 428,Manufacturer B,5419242122,LIC2743,86.9,47,Alternator,
P1429,Engine,Spec 429,Manufacturer A,8472257051,LIC5682,407.59,61,Battery,5.43825E+13
P1430,Spark Plug,Spec 430,Manufacturer A,1222055910,LIC4558,209.81,90,Tire,6.84657E+13
P1431,Brake Pad,Spec 431,Manufacturer A,4496483582,LIC8822,413.9,43,Spark Plug,3.92253E+13
P1432,Tire,Spec 432,Manufacturer B,4713247969,LIC1707,65.67,20,Battery,
P1433,Battery,Spec 433,Manufacturer B,9538103204,LIC7254,241.34,7,Tire,7.45432E+13
P1434,Brake Pad,Spec 434,Manufacturer C,8073223548,LIC7275,184.94,96,Spark Plug,1.39476E+13
P1435,Alternator,Spec 435,Manufacturer C,8705883803,LIC7942,381.19,43,Spark Plug,1.82864E+13
P1436,Battery,Spec 436,Manufacturer C,1457158011,LIC8943,200.48,40,Engine,1.69758E+12
P1437,Battery,Spec 437,Manufacturer A,8022348415,LIC4594,328.96,45,Battery,8.78582E+13
P1438,Tire,Spec 438,Manufacturer C,6190448357,LIC8091,243.83,51,Engine,1.19803E+13
P1439,Battery,Spec 439,Manufacturer A,1672652288,LIC2963,218.05,17,Tire,5.14128E+13
P1440,Spark Plug,Spec 440,Manufacturer C,4332449357,LIC8670,233.47,81,Brake Pad,1.45341E+13
P1441,Engine,Spec 441,Manufacturer B,8887858101,LIC5955,235.11,96,Brake Pad,8.99013E+13
P1442,Battery,Spec 442,Manufacturer C,5167980338,LIC8223,377.92,16,Brake Pad,
P1443,Brake Pad,Spec 443,Manufacturer B,8773017218,LIC7137,232.19,64,Engine,1.01553E+13
P1444,Engine,Spec 444,Manufacturer B,9482682550,LIC1220,284.53,80,Battery,2.47903E+12
P1445,Tire,Spec 445,Manufacturer C,5468653146,LIC8186,144.47,11,Engine,3.14737E+13
P1446,Battery,Spec 446,Manufacturer B,8069947183,LIC9865,318.62,31,Tire,9.97413E+13
P1447,Brake Pad,Spec 447,Manufacturer C,3235280478,LIC4212,198.54,82,Spark Plug,1.91609E+13
P1448,Engine,Spec 448,Manufacturer B,8288139399,LIC9459,59.15,15,Brake Pad,7.7149E+13
P1449,Brake Pad,Spec 449,Manufacturer C,5414387176,LIC1789,59,28,Spark Plug,3.02979E+13
P1450,Engine,Spec 450,Manufacturer C,5858762455,LIC4496,392.35,53,Tire,5.24454E+13
P1451,Engine,Spec 451,Manufacturer C,1459495613,LIC3267,169.68,84,Spark Plug,8.14899E+13
P1452,Spark Plug,Spec 452,Manufacturer C,4639955192,LIC5282,408.39,35,Spark Plug,2.99126E+13
P1453,Tire,Spec 453,Manufacturer B,6504920126,LIC8364,443.41,27,Engine,2.23832E+12
P1454,Battery,Spec 454,Manufacturer B,3058108100,LIC6991,115.99,11,Tire,5.58989E+13
P1455,Tire,Spec 455,Manufacturer B,9436809618,LIC7004,340.79,20,Alternator,2.22158E+13
P1456,Spark Plug,Spec 456,Manufacturer A,3969812987,LIC5775,488.83,92,Engine,7.12916E+13
P1457,Battery,Spec 457,Manufacturer C,4636030128,LIC9411,460.79,94,Tire,
P1458,Spark Plug,Spec 458,Manufacturer C,3313899726,LIC3768,236.86,11,Battery,
P1459,Brake Pad,Spec 459,Manufacturer C,2314776039,LIC2687,274.79,100,Brake Pad,
P1460,Alternator,Spec 460,Manufacturer A,1634968075,LIC7224,493.85,13,Brake Pad,
P1461,Brake Pad,Spec 461,Manufacturer B,7011772779,LIC9618,298.31,13,Tire,
P1462,Brake Pad,Spec 462,Manufacturer B,3558521214,LIC2407,271.98,43,Battery,9.27596E+13
P1463,Brake Pad,Spec 463,Manufacturer C,6692307119,LIC3367,481.73,68,Battery,4.64311E+13
P1464,Tire,Spec 464,Manufacturer A,1656704970,LIC2786,383.89,3,Battery,3.77055E+13
P1465,Brake Pad,Spec 465,Manufacturer C,1279670418,LIC5954,263.72,85,Tire,9.90279E+13
P1466,Spark Plug,Spec 466,Manufacturer B,3559455185,LIC5058,387.51,41,Alternator,4.7665E+13
P1467,Alternator,Spec 467,Manufacturer A,7609590688,LIC6609,101.71,65,Spark Plug,3.31349E+13
P1468,Tire,Spec 468,Manufacturer C,1438202290,LIC2757,316.51,92,Alternator,7.73868E+13
P1469,Alternator,Spec 469,Manufacturer A,8632515942,LIC2854,61.54,16,Battery,2.56683E+13
P1470,Engine,Spec 470,Manufacturer A,3857803129,LIC8481,295.83,43,Brake Pad,3.29623E+13
P1471,Engine,Spec 471,Manufacturer C,4508921836,LIC4153,90.79,10,Tire,
P1472,Battery,Spec 472,Manufacturer A,2889507477,LIC7958,69.58,44,Engine,8.28941E+13
P1473,Alternator,Spec 473,Manufacturer B,7358179684,LIC1106,252.67,25,Engine,3.16384E+13
P1474,Engine,Spec 474,Manufacturer A,9292413673,LIC7006,350.71,56,Spark Plug,
P1475,Brake Pad,Spec 475,Manufacturer C,5320221585,LIC1226,70.45,83,Alternator,8.81262E+13
P1476,Spark Plug,Spec 476,Manufacturer B,8997312141,LIC3427,341.81,28,Engine,2.05868E+13
P1477,Engine,Spec 477,Manufacturer A,8823226520,LIC7691,223.67,85,Alternator,5.23466E+13
P1478,Alternator,Spec 478,Manufacturer B,4724743418,LIC8436,325.7,14,Engine,1.80275E+13
P1479,Battery,Spec 479,Manufacturer B,1780382874,LIC5572,239.26,36,Spark Plug,3.79122E+13
P1480,Alternator,Spec 480,Manufacturer A,1779414149,LIC9057,249.61,99,Tire,1.42223E+13
P1481,Engine,Spec 481,Manufacturer A,1746540598,LIC8212,194.41,2,Tire,7.79501E+13
P1482,Engine,Spec 482,Manufacturer C,1909129838,LIC6849,119.19,74,Engine,7.66312E+13
P1483,Alternator,Spec 483,Manufacturer A,5415424387,LIC4873,439.26,71,Battery,
P1484,Battery,Spec 484,Manufacturer A,6464018795,LIC9577,358.27,26,Tire,8.1213E+13
P1485,Brake Pad,Spec 485,Manufacturer B,4416000298,LIC9731,161.07,82,Engine,8.8376E+13
P1486,Alternator,Spec 486,Manufacturer B,2864259597,LIC8318,114.68,55,Tire,7.60517E+13
P1487,Alternator,Spec 487,Manufacturer B,4151311619,LIC2792,342.19,24,Brake Pad,5.02555E+13
P1488,Tire,Spec 488,Manufacturer B,4274750374,LIC7949,132.66,36,Engine,6.26599E+13
P1489,Spark Plug,Spec 489,Manufacturer B,9084340197,LIC9024,240.33,78,Engine,8.63433E+11
P1490,Spark Plug,Spec 490,Manufacturer C,3583285623,LIC8584,109.66,41,Tire,1.52601E+13
P1491,Battery,Spec 491,Manufacturer A,1714977558,LIC2826,326.7,3,Tire,5.54258E+11
P1492,Tire,Spec 492,Manufacturer A,7519641195,LIC6216,306.2,39,Battery,3.41948E+13
P1493,Engine,Spec 493,Manufacturer A,1151188073,LIC3081,165.2,74,Spark Plug,1.40855E+13
P1494,Spark Plug,Spec 494,Manufacturer C,6346094080,LIC2553,413.78,65,Brake Pad,8.78749E+13
P1495,Tire,Spec 495,Manufacturer A,8104225251,LIC6106,192.64,58,Brake Pad,2.54163E+13
P1496,Spark Plug,Spec 496,Manufacturer A,6784650575,LIC8219,248.06,47,Tire,6.26255E+12
P1497,Spark Plug,Spec 497,Manufacturer A,7935711585,LIC7893,398.64,95,Engine,5.71197E+13
P1498,Spark Plug,Spec 498,Manufacturer A,6292207519,LIC7661,225.69,16,Alternator,
P1499,Engine,Spec 499,Manufacturer C,1863937864,LIC3607,157.44,73,Engine,4.54221E+13
P1500,Tire,Spec 500,Manufacturer B,8794782101,LIC8417,264.17,60,Spark Plug,
P1501,Battery,Spec 501,Manufacturer A,8460796604,LIC4061,220.58,9,Engine,6.45025E+13
P1502,Brake Pad,Spec 502,Manufacturer C,1937378887,LIC9042,276.32,78,Spark Plug,2.66305E+13
P1503,Engine,Spec 503,Manufacturer B,3811748687,LIC1784,106.1,6,Spark Plug,1.43542E+13
P1504,Tire,Spec 504,Manufacturer B,4201195794,LIC7633,303.69,59,Alternator,3.65195E+13
P1505,Battery,Spec 505,Manufacturer B,2719529701,LIC4433,294.05,62,Engine,8.39923E+13
P1506,Alternator,Spec 506,Manufacturer C,5645010029,LIC5861,293.26,45,Spark Plug,3.9418E+11
P1507,Tire,Spec 507,Manufacturer A,1764584261,LIC5146,218.46,61,Brake Pad,7.20908E+13
P1508,Spark Plug,Spec 508,Manufacturer B,3736426574,LIC1886,347.05,36,Tire,7.14421E+13
P1509,Battery,Spec 509,Manufacturer A,3442437332,LIC2474,271.53,39,Spark Plug,4.19792E+13
P1510,Spark Plug,Spec 510,Manufacturer B,8878518978,LIC3809,57.66,79,Engine,5.72411E+13
P1511,Brake Pad,Spec 511,Manufacturer B,8910719702,LIC5973,310,31,Alternator,7.46818E+13
P1512,Battery,Spec 512,Manufacturer A,1987163041,LIC4562,118.54,97,Battery,7.91816E+13
P1513,Tire,Spec 513,Manufacturer C,8772293986,LIC2182,128.23,64,Alternator,2.7128E+13
P1514,Spark Plug,Spec 514,Manufacturer C,9623875296,LIC1780,444.38,83,Engine,9.79946E+13
P1515,Battery,Spec 515,Manufacturer B,9436612339,LIC8683,487.27,43,Brake Pad,5.24133E+13
P1516,Spark Plug,Spec 516,Manufacturer A,7469393654,LIC9404,400.47,53,Battery,9.30575E+13
P1517,Battery,Spec 517,Manufacturer B,5832358733,LIC7261,335.48,81,Battery,
P1518,Battery,Spec 518,Manufacturer C,2123736112,LIC5659,262.1,32,Spark Plug,
P1519,Engine,Spec 519,Manufacturer B,9049775424,LIC9166,484.22,94,Brake Pad,
P1520,Alternator,Spec 520,Manufacturer B,3760797937,LIC5452,320.73,82,Spark Plug,
P1521,Engine,Spec 521,Manufacturer C,9488377378,LIC1658,460.59,90,Tire,
P1522,Spark Plug,Spec 522,Manufacturer A,2910869969,LIC9367,118.2,65,Battery,
P1523,Engine,Spec 523,Manufacturer A,8541998354,LIC6464,222.47,81,Engine,
P1524,Spark Plug,Spec 524,Manufacturer A,8025272166,LIC9570,93.7,92,Engine,
P1525,Spark Plug,Spec 525,Manufacturer C,6032746356,LIC8109,429.71,22,Spark Plug,9.28704E+12
P1526,Battery,Spec 526,Manufacturer B,7869579195,LIC8217,208.7,25,Alternator,5.58354E+13
P1527,Alternator,Spec 527,Manufacturer B,4991857387,LIC5730,262.79,17,Spark Plug,
P1528,Battery,Spec 528,Manufacturer B,8165105961,LIC3493,347.6,88,Tire,3.19023E+13
P1529,Spark Plug,Spec 529,Manufacturer A,3566996890,LIC3500,348.52,12,Alternator,3.91948E+13
P1530,Brake Pad,Spec 530,Manufacturer A,3810037362,LIC7999,198.57,56,Engine,4.44669E+13
P1531,Brake Pad,Spec 531,Manufacturer B,5929665719,LIC6244,79.75,67,Spark Plug,1.37658E+13
P1532,Alternator,Spec 532,Manufacturer A,6234040575,LIC9342,494.02,60,Alternator,4.8987E+13
P1533,Engine,Spec 533,Manufacturer C,8182124020,LIC3759,232.06,97,Spark Plug,1.96242E+12
P1534,Spark Plug,Spec 534,Manufacturer A,5971538504,LIC5336,107.59,65,Alternator,6.51848E+13
P1535,Battery,Spec 535,Manufacturer C,8118313314,LIC7461,249.16,82,Spark Plug,7.61287E+13
P1536,Brake Pad,Spec 536,Manufacturer A,5186646613,LIC3264,180.35,36,Alternator,8.26692E+13
P1537,Battery,Spec 537,Manufacturer C,5451561046,LIC2727,173.16,68,Tire,
